,prop_id,prop_id.1,prop_name.1,primary_commodity,mo_source_date,mo_yr_source_date,mine_type1,mine_type2,mine_type3,commodities_list,state_province,snl_global_region,latitude,longitude,coordinate_accuracy,distance_from,location_comments,locale,district,country/region_pol_risk,country/region_op_risk,country/region_sec_risk,country/region_ter_risk,millhead_grade_g_per_tonne,millhead_grade_g_per_cubic_m,millhead_grade_pct,millhead_grade_ct_per_tonne,millhead_grade_ct_per_cubic_m,recov_rate,production_capacity_oz,production_capacity_tonne,production_capacity_lb,production_capacity_ct,num_royalty_owners,owner_list,num_royalty_holders,royalty_holder_list,cash_cost_per_oz,cash_cost_per_tonne,cash_cost_per_lb,cash_cost_per_ct,total_production_cost_per_oz,total_production_cost_per_tonne,total_production_cost_per_lb,total_production_cost_per_ct,all_in_sustaining_cost_per_oz,all_in_sustaining_cost_per_tonne,all_in_sustaining_cost_per_lb,all_in_sustaining_cost_per_ct,start_up_yr,start_up_calendar_qtr,proj_start_up_yr,proj_start_up_qtr,actual_closure_yr,actual_closure_qtr,proj_closure_yr,proj_closure_qtr,mill_capacity_tonnes_per_day,mill_capacity_tonnes_per_year,mill_capacity_cubic_m_per_day,mill_capacity_cubic_m_per_year,stripping_ratio,waste_to_ore_ratio,mining_methods,processing_methods,production_forms,mining_processing_cost_per_metric_tonne,mining_processing_cost_per_cubic_m,amt_capital_invested,capital_cost_announced_date,capital_cost_proj_completion_date,capital_cost_completion_date,capital_cost_type,capital_cost_comments,capital_improvement_yr,owner_name,current_owner_common_name,current_owner_company_name_abbrev,owner_type,owner_pct,current_controlling_own_pct,owner_hq,owner_city_state,owner_location,owner_frgn_province,owner_country,owner_global_region,prop_name,also_known_as,country_name,actv_status,dev_stage,yr_source_date,resv_metal_tonnage (mt),grade (%),production (mt),resource (milion mt),resource nickel contained (milion mt),resv_ore_tonnage (mt),remark,production_capacity_openpit,production_capacity_underground,production_capacity,productiion_to_capacity,mine_life,country/region_overall_risk,prob_shutdown,current_stage
1172,27146.0,27146.0,Sudbury Operations,Nickel,4.0,04/2019,Underground,,,"Nickel,Copper,Cobalt,Platinum,Palladium,Rhodium,Gold,Silver",Ontario,United States and Canada,46.63706,-81.36921,Exact,5 km E of Levack; 14.7 km WNW of Chelmsford,,,,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,Glencore plc (Owner) 100%,,,,,,,,,,,,,,,1929.0,,1928.0,,,,2035.0,,6670.0,2200000.0,,,,,Underground,Flotation,Concentrate,,,,2000-05-16,,,Initial Capital Cost,It is very difficult to estimate Sudbury's initial capital costs. (DC 5/16/00),2000.0,Glencore plc,Glencore PLC,Glencore,,100.0,100.0,Baar,"Baar, Zug",Baar [CH],Zug,Switzerland,Europe,Sudbury Operations,"Craig, East, Falconbridge, Fraser, Fraser Morgan, INO, Integrated Nickel Operations, Lockerby, Nickel Rim South, Nikkelverk, Onaping Depth, Raglan, Strathcona, Thayer Lindsley",Canada,Active,Operating,2019.0,606300.0,2.15,55200.0,,,28200000.0,,6442783.475238294,3322021.617642801,7142346.477932021,0.007728552538098444,10.983695652173912,4.0,0.0040960000000000015,Operating-stage
1193,27531.0,27531.0,Ta Khoa,Nickel,10.0,10/2021,Underground,Open Pit,,"Nickel,Copper,Cobalt,Gold,Platinum,Palladium,Manganese",Son La,Asia-Pacific,21.19132,104.32582,Exact,55 km NW of Phiêng Luông,Ban Phuc is located in northern Vietnam's Ta Khoa concession. (PD 11/00),,,1.0,2.0,1.0,1.0,,,,,,,,,,,2.0,Blackstone Minerals Limited (Venturer) 90%; Mechanical Engineering (Venturer) 10%,,,,,,,,,,,,,,,2013.0,3.0,2013.0,2.0,,,2034.0,,1400.0,450000.0,,,,,Open Pit,"Ball, Crushing, Flotation, Semi-Autogenous Grinding","Concentrate, Sulfates",,,73600.0,2009-04-24,,,Initial Capital Cost,"In February 2013, Asian Minerals reported that it would spend $34.66 million on initial capital costs at Ban Phuc between January 2013 and June 2013, when production is expected to begin. (Asian Minerals TR 2/5/13)_x000D_
	In early 2008, Asian Minerals revised its capital cost estimate for Ban Phuc to $73.6 million, including a contingency allowance of $3.4 million. (Asian Mineral 12/08 AR 4/24/09) _x000D_
	In late August 2007, Asian Minerals estimated capital costs to be $62.1 million and processing costs to be $15.99/mt. (Asian Mineral 6/07 QR 8/31/07)_x000D_
	In August 2007, Asian Minerals completed a private placement of 1.4 million units to raise $3 million.  The proceeds would be used on the development of Ban Phuc. (Asian Mineral PR 8/14/07)_x000D_
	In June 2006, Asian reported that had identified further potential capital cost savings of up to $3.15 million through the localising of equipment suppliers and fabrication activities within Vietnam and neighbouring China. (Asian Minerals PR 6/7/06)_x000D_
	In November 2005, a positive feasibility study projected capital costs of $33.6. (MJ 11/18/05)_x000D_
	By March 2002, AMR had estimated Ban Phuc's initial capital costs to be between $40 million and $100 million, depending on the size and complexity of any mine established and the final ownership of AMR Nickel Ltd. (AMR 12/01 AR 3/4/02)",2009.0,Blackstone Minerals Limited,Blackstone Minerals Ltd.,Blackstone,Venturer,90.0,100.0,West Perth,"West Perth, Western Australia",West Perth [AU],Western Australia,Australia,Asia-Pacific,Ta Khoa,"Ban Chang, Ban Duoi, Ban Fuc, Ban Khang, Ban Khoa, Ban Mong, Ban Phuc, Ban Phuc Deeps, Ban Phuc DSS, BDZ, BPNMJVE, Chim Van, Co Muong, KCZ, Khoa, King Cobra, King Snake, Kingsnake, MIDECO, MSV, Na Ka, Nam Noi, Phai Han, Phieng Pot, Phu Ho, Queensnake, Song da Rift zone, Suoi Chanh, Suoi Dan, Suoi Lap, Suoi Muong, Suoi Nho, Suoi Phang, Suoi Tao, Ta Cuong, Taipan, TDZ, VDZ, Viper",Vietnam,Active,Operating,2021.0,8527.0,2.2,4272.0,1.947593,32172.0,387593.0,"Shi et al., 2013",406293.79324579885,308132.6312162575,677891.7886757666,0.006301890760979971,1.9960205992509363,5.0,0.015625,Operating-stage
1196,29157.0,29157.0,Taganito,Nickel,5.0,05/2020,Open Pit,,,"Nickel,Cobalt,Iron Ore",Surigao del Norte,Asia-Pacific,9.53,125.81704,Exact,45 km SE of Surigao City,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,3.0,"Nickel Asia Corporation (Venturer) 65%; Pacific Metals Co., Ltd. (Venturer) 33.5%; Sojitz Corporation (Venturer) 1.5%",,,,,,,,,,,,,,,1987.0,,,,,,2043.0,,,,,,,,Open Pit,"Crushing, High Pressure Acid Leach","Hydroxide, Ore",,,,2013-03-05,2021-01-01,,Expansion,"In March 2013, it was reported that Sumitomo planned on building a new nickel refinery before 2021. Capacity would reach 150,000 mt/y.",2021.0,Nickel Asia Corporation,Nickel Asia Corporation,Nickel Asia Corp,Venturer,65.0,65.0,Taguig City,"Taguig City, Metro Manila",Taguig City [PH],Metro Manila,Philippines,Asia-Pacific,Taganito,"HPAL II, Mine Pit 304, MPSA 266-2008-XIII, Surigao, Tagalito",Philippines,Active,Operating,2020.0,1244000.0,1.17,67324.0,112.465,813610.0,106324786.3247863,Eurasian Natural Resources PR 20120315,8307521.131160957,3801243.4589568,9719799.723458318,0.006926480165791526,18.477808805180917,8.0,0.2621440000000001,Operating-stage
1198,33191.0,33191.0,Tagaung Taung,Nickel,6.0,06/2013,Open Pit,,,"Nickel,Chromium",Sagaing,Asia-Pacific,23.63433,96.16296,Exact,15 km S of Tigyaing,,,,3.0,3.0,3.0,1.0,,,,,,,,,,,3.0,"China Nonferrous Metal Mining (Group) Co.,Ltd. (Optionee) 75%; Number Three Mining Enterprise of the Muyanma (Optionor) 25%; Taiyuan Iron Steel Corp (Optionee)",,,,,,,,,,,,,,,2011.0,1.0,2011.0,1.0,,,,,,,,,,,Open Pit,"Crushing, Flotation, Grinding, Smelting","Cathodes, Concentrate",,,820000.0,2005-12-01,,,Initial Capital Cost,"On March 27, 2011, it was reported that the Tagaung Taung nickel mine project was formally put into production. The project, with $820 million of investment, could produce 85,000 mt/y of ferronickel. (Antaike 3/31/11)_x000D_
	In July 2008, China Nonferrous Metal Mining was planning to commence construction on its $800 million Tagaung Taung nickel mine project in Myanmar in the second half of 2008. (Interfax China 8/1/08)_x000D_
	In June 2007, Tagaung Taung had a planned investment of $600 million. (Interfax 6/15/07)_x000D_
	In September 2006, China Nonferrous Metal Mining & Construction Group reported plans to start construction of the mine in September 2007.  China Nonferrous would invest $600 million in building a 30,000 mt/y ferronickel plant, which was expected to come online in 2009. (Antaike Copper and Nickel Monthly 9/06)_x000D_
	In December 2005, No.308 Group of Geologic Survey & Exploration Institute of Yunnan Province reported that $500 million would be put into a project to build a 30,000-mt/y ferronickel plant in the area. (Antaike 12/01/05)",2005.0,"China Nonferrous Metal Mining (Group) Co.,Ltd.",China Nonferrous Metal Mining (Group) Co. Ltd.,China Nonferrous M,Optionee,75.0,75.0,Beijing,Beijing,Beijing [CN],Beijing,China,Asia-Pacific,Tagaung Taung,"Dagong Mountain, Dagongshan, Takaung Taung, Tatkon",Myanmar,Active,Operating,2013.0,700000.0,1.5,17000.0,21294.0,34.328762,693441.0,"Schellmann, 1989",404315.69481530634,290992.0215676718,606473.5422229595,0.028030901294866784,41.1764705882353,10.0,1.0,Operating-stage
1204,36221.0,36221.0,Tamarack,Nickel,9.0,09/2021,Underground,,,"Nickel,Copper,Cobalt,Platinum,Palladium,Gold",Minnesota,United States and Canada,46.67313,-93.12113,Exact,50 km ENE of Aitkin,"The Tamarack project is located adjacent to the town of Tamarack in north-central Minnesota about 85 km west of Duluth and 200 km north of Minneapolis, in Aitkin and Carlton Counties. (Talon PR 6/26/14)",,,1.0,1.0,1.0,1.0,,,,,,,,,,,2.0,Talon Metals Corp. (Optionee) 60%; Rio Tinto Group (Optionor) 40%,1.0,Triple Flag Precious Metals Corp. (NSR),,,,,,,,,,,,,,,,,,,,,3600.0,1314000.0,,,,,"Cut & Fill Stoping, Long Hole Stoping","Ball, Crushing, Flotation, Hydrometallurgical, Solvent Extraction",Concentrate,41.74,,218600.0,2018-11-12,,,Initial Capital Cost,"In November 2018, Talon completed an initial PEA over a subset of the mineral resource estimate within the Tamarack Zone as a basis for negotiating a right to acquire up to 60% interest in the Tamarack North project. Based on underground mining and a 1,390 mt/d flotation plant the initial capital cost was estimated at $174.31 million, including a contingency of $29.38 million.  (Talon PR Nov 12, 2018)",2018.0,Talon Metals Corp.,Talon Metals Corp.,Talon Metals Corp,Optionee,60.0,60.0,Road Town,"Road Town, British Virgin Islands",Road Town [VG],British Virgin Islands,BVI,Latin America and Caribbean,Tamarack,"138 Zone, 142 Zone, 164 Zone, 221 Zone, 264 Zone, 480 Zone, Bowl, CGO, CGO Bend, CGO East, CGO West, Lakeview, Laucamp, MSU, Neck, SMSU, Tamarack Igneous Complex, Tamarack Intrusive Complex, Tamarack North, Tamarack South, The Neck and the Bowl, TIC",USA,Active,Prefeas/Scoping,2021.0,61320.0,1.4,,11.0,,4380000.0,,1250429.938604029,762391.4746778352,1067348.0645489693,,,4.0,0.0040960000000000015,Late-stage exploration
1210,31780.0,31780.0,Tapunopaka,Nickel,7.0,07/2021,Open Pit,,,"Nickel,Iron Ore,Cobalt,Magnesium",Sulawesi Tenggara,Asia-Pacific,-3.4627,122.28738,Exact,25 km NNE of Molore,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,1.0,PT Aneka Tambang Tbk (Owner) 100%,,,,,,,,,,,,,,,2012.0,,2012.0,,,,,,4545.0,1500000.0,,,,,Open Pit,,Ore,,,,2010-08-30,,2010-08-30,Initial Capital Cost,"In August 2010, Aneka Tambang commenced DSO operations at Tapuponaka with an initial export of 50,000 mt of nickel ore. The mine was expected to produce 1.5 million mt/y of nickel bearing ore. Total investment, including exploration, amounted to $8.3 million (7.5 billion rupiah). (Aneka PR 8/30/10)",2010.0,PT Aneka Tambang Tbk,PT Aneka Tambang Tbk,Antam,,100.0,100.0,Jakarta,"Jakarta, Jakarta Raya",Jakarta [ID],Jakarta Raya,Indonesia,Asia-Pacific,Tapunopaka,"Bahubulu, Lalindu, Lasolo, Mandiodo, South Lalindu",Indonesia,Active,Operating,2021.0,314166.59,1.73,23400.0,,,25550000.0,,4862093.954313999,2529353.3435467193,8411422.540963218,0.0027819313422959243,13.42592264957265,8.0,0.2621440000000001,Operating-stage
1222,35352.0,35352.0,Terrafame,Nickel,4.0,04/2021,Open Pit,,,"Nickel,Zinc,Copper,Cobalt,U3O8",Kainuu,Europe,63.972,28.079,Exact,35 km SSE of Kajaani; 170 km SE of Oulu,The Talvivaara mine is located in Sotkamo in Eastern Finland approximately 35 km southeast of the town of Kajaani. (Talvivaara WS 2/10),,,0.0,1.0,0.0,0.0,,,,,,,,,,,1.0,Terrafame Oy (Owner) 100%,,,,,,,,,,,,,,,2009.0,1.0,2008.0,4.0,,,2069.0,,,,,,,,Open Pit,"Bio-Leaching, Crushing, Heap Leach",Concentrate,,,585000.0,2007-05-10,,2009-02-19,Initial Capital Cost,"In April 2009, Talvivaara announced that ramp up to full production continued to be delayed due to difficulties with crushing capacity. An agreement had been reached with Sandvik Mining for the delivery and financing of additional crushing equipment to increase crushing capacity from September 2009 by 45% to 22 million mt/y. Crushing volumes lost in 2009 were expected to be caught up by the September 2010 quarter, while Ni production potentially lost this year was expected to be caught up in 2011 at the latest. The production target of 30,000 mt Ni for 2010 remained unchanged. (Talvivaara 4/28/09)_x000D_
	In February 2009, Talvivaara delivered the first nickel from the Talvivaara mine to Norilsk Nickel's Harjavalta refinery. The delivery was the first of a series which would continue under Talvivaara's 10-year offtake agreement with Norilsk for the entire output of the mine's Ni and Co production. (Talvivaara PR 2/19/09)_x000D_
	In June 2007, Talvivaara completed the expected financing for the Talvivaara project, (collectively consisting of a $320 million project finance facility and the $363.8 million (£181.9 million) net proceeds from the IPO) for the construction of general mine site infrastructure, preparation of the site for production and acquisition, and installation of necessary equipment. It estimated that the capital expenditure program for the years 2007-2009 would amount to about $585 million (€450 million). (Talvivaara Mining PR 6/13/07)_x000D_
	In May 2007, Talvivaara Mining announced it had signed $320 million senior project finance facility with Standard Bank, Societe Generale, and Nordea. The company also announced its intention to conduct an initial public offering of shares and list on the London Stock Exchange. The IPO was expected to be lauched in June, with full details being released at that time. Funds from the debt financing were being used for development at the Talvivaara project. (Talvivaara PR 5/10/07)",2009.0,Terrafame Oy,Terrafame Oy,Terrafame Oy,,100.0,100.0,Sotkamo,"Sotkamo, Kainuu",Sotkamo [FI],Kainuu,Finland,Europe,Terrafame,"Kainuu, Kaivososakeyhtio, Kivijarvi, KL1, KL2, Kolmisoppi, Kuusilampi, Sotkamo, Talvivaara, Three Time Doctrine, Trisope",Finland,Active,Operating,2021.0,294860.0,0.23,28740.0,1525.0,3828500.0,128200000.0,"https://www.terrafame.com/media/taloudellinen-katsaus/2020/terrafame_financial_review_2020.pdfRoberts et al., 2020",1844285.7394423895,829792.7266163481,424185.7200717496,0.06775334161446718,10.259568545581072,1.0,1.0000000000000004e-06,Operating-stage
1229,30235.0,30235.0,Tiebaghi,Nickel,12.0,12/2016,Open Pit,,,Nickel,North,Asia-Pacific,-20.46887,164.21705,Exact,5 km S of Tiebaghi; 93 km NW of Koné; 306.7 km NW of Noumea,,,,2.0,1.0,1.0,0.0,,,,,,,,,,,4.0,"ERAMET S.A. (Venturer) 56%; Société Territoriale Calédonienne de Participation Industrielle (Venturer) 34%; Nippon Steel Nisshin Co., Ltd. (Venturer) 10%; Société Le Nickel-SLN (Venture)",,,,,,,,,,,,,,,1997.0,4.0,,,,,,,,,,,,,Open Pit,,,,,,2001-07-09,,,,"In July 2001, Societe Le Nickel was planning to increase production capacity of the Tiebargi mine to 1 million mt/y Ni ore. The new capacity would be reached within three years. (MW 7/9/01)",2001.0,ERAMET S.A.,Eramet SA,ERAMET,Venturer,56.0,56.0,Paris,"Paris, Île-de-France",Paris [FR],Île-de-France,France,Europe,Tiebaghi,"SLN, Tiebargi",New Caledonia,Active,Operating,2016.0,3573112.5,2.145,48600.0,46200.0,,166578671.3286713,https://xueqiu.com/1095954241/171270773,20391682.392735638,8961044.843873272,43740158.73241794,0.0011111070789045902,73.52083333333333,4.0,0.0040960000000000015,Operating-stage
1247,37522.0,37522.0,Toronto,Nickel,4.0,04/2017,Open Pit,,,"Nickel,Cobalt,Iron Ore",Palawan,Asia-Pacific,9.22227,118.25401,Exact,20 km WSW of Narra,,,,2.0,2.0,2.0,2.0,,,,,,,,,,,2.0,"Oriental Peninsula Resources Group, Inc. (Venturer) 99%; Unnamed Owner (Venturer) 1%",1.0,Private Interest (GR) 1%,,,,,,,,,,,,,2011.0,1.0,,,,,,,,,,,,,Contour,,Ore,,,15000.0,2010-04-09,,,Initial Capital Cost,"As of April 2009, Citinickel planned to develop the Toronto and Pulot (profile# 119389) mines as open pit DSO's which would produce 1.2 million mt/y of ore each.  No processing would be conducted other than crushing of oversize ores using rock breakers or manual breaking.  Capital costs for development of both projects were reported as $15 million (P690 million).  Development of the mines began in 2007 with work put on hold due to the plunge in metal prices. (Oriental 12/08 AR 4/30/09)",2010.0,"Oriental Peninsula Resources Group, Inc.",Oriental Peninsula Resources Group Inc.,Oriental Peninsula,Venturer,99.0,100.0,Taguig City,"Taguig City, Metro Manila",Taguig City [PH],Metro Manila,Philippines,Asia-Pacific,Toronto,Narra,Philippines,Temporarily On Hold,Satellite,2017.0,,1.55,,44.9,,,,,,,,,8.0,0.2621440000000001,Construction-stage
1258,76924.0,76924.0,Trident - Enterprise,Nickel,3.0,03/2018,Open Pit,,,Nickel,North-Western,Africa,-12.1924,25.21357,Exact,125 km W of Solwezi,"Trident is located about 160 km northwest of the town of Solwezi in northern Zambia. Access to the area from the main bitumen road linking Solwezi with Mwinilunga was upgraded with an all-weather road, and the airstrip extended for small commuter plane traffic. (First Quantum 12/14 AIF Mar 31, 2015)",,,2.0,2.0,1.0,0.0,,,,,,,,,,,1.0,First Quantum Minerals Ltd. (Owner) 100%,,,,,,,,,,,,,,,,,2023.0,,,,,,,,,,,,Open Pit,"Ball, Flotation, Semi-Autogenous Grinding",Concentrate,,,90000.0,2012-12-04,,,New Zone Development,"As of May 2015, the Enterprise capital costs were placed at $90 million - an amount essentially for the processing circuit within the Trident plant.    (First Quantum TR May 31, 2015)_x000D_
   (Apr 15, 2014) Annual Report 2013: The majority of equipment and all long-lead items for the Enterprise process plant (co-located with the Sentinel process plant) have been ordered. Engineering design progresses well, with concrete and structural drawings issued for construction. Environmental approval for the Enterprise mine remains under application. Commissioning of the Enterprise concentrator circuit will commence with the Sentinel copper ore. Target completion for the Enterprise project is Q1 2015._x000D_
   In December 2012, First Quantum reported that the Enterprise project at Trident  was being designed with the capacity to treat ore at a rate of 4 million mt/y at a processing facility to be constructed as an integral part of the Sentinel copper mine, located 12 km southeast of the mine. This would allow operational synergies and the sharing of infrastructure.  Enterprise was being designed to produce an average of 38,000 mt/y Ni in concentrate, with scope to increase to 60,000 mt/y when Ni market conditions allow. _x000D_
 Board approval was also received for an increase in throughput capacity at Sentinel to 55 million mt/y from the 40 million mt/y previously envisioned.  _x000D_
 Altogether, these enhancements would require a capital investment of $275 million which lifted the total approved capital estimate for the Trident project to $2 billion.  The project timeline for completion in 2014 was unchanged. (First Quantum PR 12/4/12)",2012.0,First Quantum Minerals Ltd.,First Quantum Minerals Ltd.,Frst Quantum,,100.0,100.0,Toronto,"Toronto, Ontario",Toronto [CA],Ontario,Canada,United States and Canada,Trident - Enterprise,"Enterprise, Trident, Trident - Sentinel",Zambia,Active,Operating,2018.0,343530.0,0.99,51136.0,47.0,454340.0,34700000.0,"FQM AnnInfForm 2019Gray et al., 2020",3394865.0013287063,1718083.211760705,3360916.351315419,0.01521489815716063,6.717967772215269,5.0,0.015625,Operating-stage
1261,28364.0,28364.0,Trojan,Nickel,5.0,05/2017,Underground,,,"Nickel,Cobalt,Copper",Mashonaland Central,Africa,-17.32921,31.28224,Exact,5 km WSW of Bindura; 24 km E of Glendale,,,,3.0,3.0,2.0,0.0,,,,,,,,,,,1.0,Bindura Nickel Corporation Limited (Owner) 100%,,,,,,,,,,,,,,,2013.0,,2009.0,4.0,2008.0,4.0,2025.0,,485.0,160000.0,,,,,Underground,Flotation,Concentrate,,,33000.0,2012-06-07,,,Reopening,"As of September 2012, it was reported that Mwana had invested $34.5 million into the restart of Trojan. (MJ 9/28/12)_x000D_
	As of June 2012, The cost to restart the Trojan mine was estimated at $33 million, with $21 million taking the mine into production and revenue generation in the firt year of the restart and a further $12 million for the following year to be in a cash flow positive position. (Mwana PR 6/7/12)_x000D_
	In August 2010, Mwana announced results from a restart study conducted by SRK Consulting.  SRK concluded that the Trojan mine would require $26.3 million to bring back into production processing 870,000 mt/y of ore grading 0.9% Ni to produce 6,300 mt/y Ni in concentrate.  Proven and probable reserves were stated to be 2.4 million mt grading 1.07% Ni. (Mwana PR 8/10/10)",2012.0,Bindura Nickel Corporation Limited,Bindura Nickel Corp. Ltd.,Bindura Nickel,,100.0,100.0,Bindura,"Bindura, Mashonaland Central",Bindura [ZW],Mashonaland Central,Zimbabwe,Africa,Trojan,"Cardiff Hill, Trojan Hill",Zimbabwe,Active,Operating,2017.0,23100.0,0.94,7286.0,-1.732921e-05,105200.0,2450000.0,BNC AnnRpt 2019,575518.0702068611,369730.5650548368,347546.7311515466,0.02096408726348505,3.170463903376338,8.0,0.2621440000000001,Operating-stage
1268,30825.0,30825.0,Turnagain,Nickel,6.0,06/2021,Open Pit,,,"Nickel,Cobalt,Copper,Platinum,Palladium,Gold",British Columbia,United States and Canada,58.47856,-128.86282,Exact,65 km E of Dease Lake,"The project is located about 1,350 km northwest of Vancouver and 70 km east of Dease Lake. (Hard Creek PR 12/10/07)",,Liard,1.0,1.0,1.0,1.0,,,,,,,,,,,1.0,Giga Metals Corporation (Owner) 100%,2.0,Nickel 28 Capital Corp. (NSR) 2%; Private Interest (NSR),,,,,,,,,,,,,,,,,,,,,90000.0,29700000.0,,,,,Open Pit,"Ball, Crushing, Flotation, Semi-Autogenous Grinding",Concentrate,,,1381000.0,2010-04-07,,,Initial Capital Cost,"In late October 2020, Giga Metals reported the results of its PEA at Turnagain which estimated a phase 1 initial capital of $1.4 billion and phase 2 expansion capital of $532 million. (Giga Metals PR Oct 28, 2020)_x000D_
	In October 2011, Hard Creek reported results of a new preliminary economic assessment of the Turnagain  project. In a fundamental shift from the previous PEA released in 2010, the project would produce nickel concentrate for sale rather than building a complex on-site refinery. _x000D_
	The study recommended that the project be built as an open pit mine and mill processing 43,200 mt/d for the first five years producing 23,912 mt/y of nickel and 1,280 mt/y of cobalt in concentrate. This would be followed by an expansion to 86,000 mt/d for the next sixteen years producing 44,394 mt/y of nickel and 5.36 2,433 mt/y of cobalt in concentrate. _x000D_
	Initial capital costs were estimated at $1.319 billion. (Hard Creek PR 10/20/11)_x000D_
	In March 2010, Hard Creek announced results from an updated preliminary assessment, completed by Wardrop. The study envisioned an open pit mine, processing 87,000 mt/d ore through a conventional flotation plant, chloride leaching, and nickel SX-EW. The $2.89 billion (C$2.93 billion) project was expected to produce 35,000 mt/y Ni and 2,000 mt/y Co over a 24.4-year mine life. (Hard Creek 12/09 AFR 3/17/10)_x000D_
	In December 2007, a positive preliminary assessment study was completed at Turnagain. The study modeled a 50,000-mt/d open pit operation producing 20,397 mt/y Ni, 1,301 mt/y Co, and 2,281 mt/y Cu. Initial capital costs were projected at $1.23 billion (C$1.38 billion). (Hard Creek PR 12/10/07)",2010.0,Giga Metals Corporation,Giga Metals Corp.,GIGA Metals Corp,,100.0,100.0,Vancouver,"Vancouver, British Columbia",Vancouver [CA],British Columbia,Canada,United States and Canada,Turnagain,"Attic, Bear, Cliff Zone, Cub, Dease Lime, Dinah, DJ, Drift, Duffy, FLAT, Hard, Hatzl, Hill, Horseshoe, Horsetrail, Hound, Lime, Lunar, MAG, Northwest, PUP, PUP 4, Silesia, Turn 1, Wheaton Lime",Canada,Active,Prefeas/Scoping,2021.0,,0.22,,2215.42,4807461.0,,,,,,,,4.0,0.0040960000000000015,Late-stage exploration
